app-server-protocol/schema/json/v2/McpServerRefreshResponse.json:2	The schema URL sets draft seven beneath the refresh contract.
app-server-protocol/schema/json/v2/McpServerRefreshResponse.json:3	McpServerRefreshResponse is named for a server made current again.
app-server-protocol/schema/json/v2/McpServerRefreshResponse.json:4	The type remains object, a small box for the response.
app-server-protocol/schema/json/v2/McpServerRefreshResponse.json:5	The final brace closes the refresh reply.
app-server-protocol/schema/json/v2/ModelProviderCapabilitiesReadParams.json:1	The capabilities-read params schema starts with an opening brace.
app-server-protocol/schema/json/v2/ModelProviderCapabilitiesReadParams.json:2	Draft seven supplies the grammar for this model-provider query.
app-server-protocol/schema/json/v2/ModelProviderCapabilitiesReadParams.json:3	ModelProviderCapabilitiesReadParams names the request for reading provider powers.
app-server-protocol/schema/json/v2/ModelProviderCapabilitiesReadParams.json:4	Object type gives the params their container.
app-server-protocol/schema/json/v2/ModelProviderCapabilitiesReadParams.json:5	The brace closes the capabilities question.
app-server-protocol/schema/json/v2/PluginShareDeleteResponse.json:1	The plugin-share delete response opens with JSON restraint.
app-server-protocol/schema/json/v2/PluginShareDeleteResponse.json:2	The draft-seven schema line anchors deletion's reply.
app-server-protocol/schema/json/v2/PluginShareDeleteResponse.json:3	PluginShareDeleteResponse is titled after a share removed from reach.
app-server-protocol/schema/json/v2/PluginShareDeleteResponse.json:4	Object type leaves room for the response shape.
app-server-protocol/schema/json/v2/PluginShareDeleteResponse.json:5	The closing brace seals the delete response.
app-server-protocol/schema/json/v2/PluginShareListParams.json:1	The plugin-share list params open a compact schema block.
app-server-protocol/schema/json/v2/PluginShareListParams.json:2	The schema URL keeps the list request in draft-seven order.
app-server-protocol/schema/json/v2/PluginShareListParams.json:3	PluginShareListParams titles the request that asks which shares exist.
app-server-protocol/schema/json/v2/PluginShareListParams.json:4	Object type gathers list parameters into one shape.
app-server-protocol/schema/json/v2/PluginShareListParams.json:5	The final brace closes the list request.
app-server-protocol/schema/json/v2/PluginUninstallResponse.json:1	The plugin uninstall response opens its schema shell.
app-server-protocol/schema/json/v2/PluginUninstallResponse.json:2	Draft seven is cited before the plugin leaves.
app-server-protocol/schema/json/v2/PluginUninstallResponse.json:3	PluginUninstallResponse names the receipt after removal.
app-server-protocol/schema/json/v2/PluginUninstallResponse.json:4	Object type makes the uninstall reply a structured thing.
app-server-protocol/schema/json/v2/PluginUninstallResponse.json:5	The brace closes the uninstall receipt.
app-server-protocol/schema/json/v2/SkillsExtraRootsSetResponse.json:1	The extra-roots response begins with an opening brace.
app-server-protocol/schema/json/v2/SkillsExtraRootsSetResponse.json:2	The draft-seven line sets the schema's footing.
app-server-protocol/schema/json/v2/SkillsExtraRootsSetResponse.json:3	SkillsExtraRootsSetResponse titles the reply after roots are placed.
app-server-protocol/schema/json/v2/SkillsExtraRootsSetResponse.json:4	Object type holds the outcome of changing skill roots.
app-server-protocol/schema/json/v2/SkillsExtraRootsSetResponse.json:5	The closing brace ends the roots response.
app-server-protocol/schema/json/v2/ThreadApproveGuardianDeniedActionResponse.json:1	The guardian-denied approval response opens a careful schema.
app-server-protocol/schema/json/v2/ThreadApproveGuardianDeniedActionResponse.json:2	Draft seven stands behind the denied-action reply.
app-server-protocol/schema/json/v2/ThreadApproveGuardianDeniedActionResponse.json:3	ThreadApproveGuardianDeniedActionResponse names the long edge of refusal.
app-server-protocol/schema/json/v2/ThreadApproveGuardianDeniedActionResponse.json:4	Object type keeps that guardian response in a single vessel.
app-server-protocol/schema/json/v2/ThreadApproveGuardianDeniedActionResponse.json:5	The final brace closes the denied-action answer.
app-server-protocol/schema/json/v2/ThreadArchiveResponse.json:1	The thread archive response opens with a small brace.
app-server-protocol/schema/json/v2/ThreadArchiveResponse.json:2	The draft-seven URL governs the archive reply.
app-server-protocol/schema/json/v2/ThreadArchiveResponse.json:3	ThreadArchiveResponse titles the moment a conversation is shelved.
app-server-protocol/schema/json/v2/ThreadArchiveResponse.json:4	Object type gives the archive result its shape.
app-server-protocol/schema/json/v2/ThreadArchiveResponse.json:5	The brace closes the archive response.
app-server-protocol/schema/json/v2/ThreadCompactStartResponse.json:1	The compact-start response opens, ready for a smaller history.
app-server-protocol/schema/json/v2/ThreadCompactStartResponse.json:2	Draft seven supplies the schema for beginning compaction.
app-server-protocol/schema/json/v2/ThreadCompactStartResponse.json:3	ThreadCompactStartResponse titles the reply when compression begins.
app-server-protocol/schema/json/v2/ThreadCompactStartResponse.json:4	Object type frames the compact-start answer.
app-server-protocol/schema/json/v2/ThreadCompactStartResponse.json:5	The closing brace finishes the compact-start contract.
app-server-protocol/schema/json/v2/ThreadDeleteResponse.json:1	The thread delete response opens its JSON boundary.
app-server-protocol/schema/json/v2/ThreadDeleteResponse.json:2	The draft-seven schema line steadies deletion's receipt.
app-server-protocol/schema/json/v2/ThreadDeleteResponse.json:3	ThreadDeleteResponse names the answer after a thread is removed.
app-server-protocol/schema/json/v2/ThreadDeleteResponse.json:4	Object type holds the delete result.
app-server-protocol/schema/json/v2/ThreadDeleteResponse.json:5	The final brace closes the deleted thread's reply.
app-server-protocol/schema/json/v2/ThreadInjectItemsResponse.json:1	The inject-items response opens with a plain brace.
app-server-protocol/schema/json/v2/ThreadInjectItemsResponse.json:2	Draft seven gives the injected-items reply its formal grammar.
app-server-protocol/schema/json/v2/ThreadInjectItemsResponse.json:3	ThreadInjectItemsResponse titles the answer after context is inserted.
app-server-protocol/schema/json/v2/ThreadInjectItemsResponse.json:4	Object type makes the injection result a structured envelope.
app-server-protocol/schema/json/v2/ThreadInjectItemsResponse.json:5	The closing brace seals the injection response.
app-server-protocol/schema/json/v2/ThreadSetNameResponse.json:1	The set-name response schema opens the rename receipt.
app-server-protocol/schema/json/v2/ThreadSetNameResponse.json:2	The draft-seven URL holds the title change to a known standard.
app-server-protocol/schema/json/v2/ThreadSetNameResponse.json:3	ThreadSetNameResponse names the reply after a thread receives its label.
app-server-protocol/schema/json/v2/ThreadSetNameResponse.json:4	Object type carries the result of naming.
app-server-protocol/schema/json/v2/ThreadSetNameResponse.json:5	The final brace closes the set-name response.
app-server-protocol/schema/json/v2/ThreadShellCommandResponse.json:1	The shell-command response opens its schema brace.
app-server-protocol/schema/json/v2/ThreadShellCommandResponse.json:2	Draft seven sits beneath the command reply.
app-server-protocol/schema/json/v2/ThreadShellCommandResponse.json:3	ThreadShellCommandResponse titles the answer from a thread's shell action.
app-server-protocol/schema/json/v2/ThreadShellCommandResponse.json:4	Object type gives shell-command output a formal container.
app-server-protocol/schema/json/v2/ThreadShellCommandResponse.json:5	The brace closes the shell command response.
app-server-protocol/schema/json/v2/TurnInterruptResponse.json:1	The turn interrupt response opens with a terse brace.
app-server-protocol/schema/json/v2/TurnInterruptResponse.json:2	The draft-seven schema line steadies the interrupted turn.
app-server-protocol/schema/json/v2/TurnInterruptResponse.json:3	TurnInterruptResponse names the reply when work is stopped midstream.
app-server-protocol/schema/json/v2/TurnInterruptResponse.json:4	Object type contains the interruption answer.
app-server-protocol/schema/json/v2/TurnInterruptResponse.json:5	The closing brace lets the interrupted turn rest.
app-server-protocol/schema/typescript/AgentMessageInputContent.ts:1	The generated banner guards agent message input from human edits.
app-server-protocol/schema/typescript/AgentMessageInputContent.ts:2	A blank line gives the warning room to stand.
app-server-protocol/schema/typescript/AgentMessageInputContent.ts:3	The ts-rs signature tells which forge produced the content type.
app-server-protocol/schema/typescript/AgentMessageInputContent.ts:4	A second blank breath separates provenance from shape.
app-server-protocol/schema/typescript/AgentMessageInputContent.ts:5	Agent message input becomes either plain text or sealed encrypted content.
app-server-protocol/schema/typescript/AgentPath.ts:1	The generated banner keeps the agent path alias untouched.
app-server-protocol/schema/typescript/AgentPath.ts:2	A blank line rests between command and provenance.
app-server-protocol/schema/typescript/AgentPath.ts:3	The ts-rs note names the machine that wrote AgentPath.
app-server-protocol/schema/typescript/AgentPath.ts:4	A blank line clears the way for the alias.
app-server-protocol/schema/typescript/AgentPath.ts:5	AgentPath is simply a string, a route held in type form.
app-server-protocol/schema/typescript/AmazonBedrockCredentialSource.ts:1	The generated banner warns against hand-editing credential sources.
app-server-protocol/schema/typescript/AmazonBedrockCredentialSource.ts:2	A blank line keeps the warning from the generator mark.
app-server-protocol/schema/typescript/AmazonBedrockCredentialSource.ts:3	The ts-rs line records the origin of the Bedrock credential union.
app-server-protocol/schema/typescript/AmazonBedrockCredentialSource.ts:4	A blank line precedes the allowed source names.
app-server-protocol/schema/typescript/AmazonBedrockCredentialSource.ts:5	Bedrock credentials may be Codex-managed or AWS-managed.
app-server-protocol/schema/typescript/ClientInfo.ts:1	The generated banner stands over the client info record.
app-server-protocol/schema/typescript/ClientInfo.ts:2	A blank line gives the generated warning a clean margin.
app-server-protocol/schema/typescript/ClientInfo.ts:3	The ts-rs note marks ClientInfo as exported from Rust shape.
app-server-protocol/schema/typescript/ClientInfo.ts:4	A blank line opens before the fields.
app-server-protocol/schema/typescript/ClientInfo.ts:5	ClientInfo carries name, optional title, and version in one object.
app-server-protocol/schema/typescript/ClientNotification.ts:1	The generated banner guards the client notification method.
app-server-protocol/schema/typescript/ClientNotification.ts:2	A blank line separates warning from origin.
app-server-protocol/schema/typescript/ClientNotification.ts:3	The ts-rs provenance line names the generator.
app-server-protocol/schema/typescript/ClientNotification.ts:4	A blank line pauses before the one notification.
app-server-protocol/schema/typescript/ClientNotification.ts:5	ClientNotification says initialized, a small method-shaped handshake.
app-server-protocol/schema/typescript/ConversationGitInfo.ts:1	The generated banner watches over conversation Git metadata.
app-server-protocol/schema/typescript/ConversationGitInfo.ts:2	A blank line leaves the warning un crowded.
app-server-protocol/schema/typescript/ConversationGitInfo.ts:3	The ts-rs line tells how the Git info shape arrived.
app-server-protocol/schema/typescript/ConversationGitInfo.ts:4	A blank line clears the export's path.
app-server-protocol/schema/typescript/ConversationGitInfo.ts:5	ConversationGitInfo holds optional sha, branch, and origin URL.
app-server-protocol/schema/typescript/ConversationTextRole.ts:1	The generated banner protects the conversation role list.
app-server-protocol/schema/typescript/ConversationTextRole.ts:2	A blank line rests below the warning.
app-server-protocol/schema/typescript/ConversationTextRole.ts:3	The ts-rs note signs the role union's birth certificate.
app-server-protocol/schema/typescript/ConversationTextRole.ts:4	A blank line opens before the names.
app-server-protocol/schema/typescript/ConversationTextRole.ts:5	Conversation text can speak as user, developer, or assistant.
app-server-protocol/schema/typescript/FileChange.ts:1	The generated banner tells hands away from file changes.
app-server-protocol/schema/typescript/FileChange.ts:2	A blank line lets the generated rule breathe.
app-server-protocol/schema/typescript/FileChange.ts:3	The ts-rs note explains the file-change union's source.
app-server-protocol/schema/typescript/FileChange.ts:4	A blank line stands before add, delete, and update.
app-server-protocol/schema/typescript/FileChange.ts:5	FileChange branches into add, delete, or update with a possible move path.
app-server-protocol/schema/typescript/ForcedLoginMethod.ts:1	The generated banner guards the forced-login choices.
app-server-protocol/schema/typescript/ForcedLoginMethod.ts:2	A blank line separates warning from generator.
app-server-protocol/schema/typescript/ForcedLoginMethod.ts:3	The ts-rs provenance line marks the login method union.
app-server-protocol/schema/typescript/ForcedLoginMethod.ts:4	A blank line waits before the options.
app-server-protocol/schema/typescript/ForcedLoginMethod.ts:5	Forced login chooses between ChatGPT and API.
app-server-protocol/schema/typescript/FuzzyFileSearchMatchType.ts:1	The generated banner stands over fuzzy search match kinds.
app-server-protocol/schema/typescript/FuzzyFileSearchMatchType.ts:2	A blank line gives the banner a quiet floor.
app-server-protocol/schema/typescript/FuzzyFileSearchMatchType.ts:3	The ts-rs line records the match type's generated origin.
app-server-protocol/schema/typescript/FuzzyFileSearchMatchType.ts:4	A blank line clears the export.
app-server-protocol/schema/typescript/FuzzyFileSearchMatchType.ts:5	Fuzzy search can match a file or a directory.
app-server-protocol/schema/typescript/FuzzyFileSearchParams.ts:1	The generated banner protects fuzzy search parameters.
app-server-protocol/schema/typescript/FuzzyFileSearchParams.ts:2	A blank line follows the warning.
app-server-protocol/schema/typescript/FuzzyFileSearchParams.ts:3	The ts-rs line signs the search params as generated.
app-server-protocol/schema/typescript/FuzzyFileSearchParams.ts:4	A blank line opens before the query object.
app-server-protocol/schema/typescript/FuzzyFileSearchParams.ts:5	Fuzzy search params carry query, roots, and an optional cancellation token.
app-server-protocol/schema/typescript/FuzzyFileSearchSessionCompletedNotification.ts:1	The generated banner guards completion notification shape.
app-server-protocol/schema/typescript/FuzzyFileSearchSessionCompletedNotification.ts:2	A blank line lets the warning stand alone.
app-server-protocol/schema/typescript/FuzzyFileSearchSessionCompletedNotification.ts:3	The ts-rs note names the generator for the completion notice.
app-server-protocol/schema/typescript/FuzzyFileSearchSessionCompletedNotification.ts:4	A blank line leads into the payload.
app-server-protocol/schema/typescript/FuzzyFileSearchSessionCompletedNotification.ts:5	The completed notification carries only its session id.
app-server-protocol/schema/typescript/GetAuthStatusParams.ts:1	The generated banner warns against editing auth status params.
app-server-protocol/schema/typescript/GetAuthStatusParams.ts:2	A blank line separates command from credit.
app-server-protocol/schema/typescript/GetAuthStatusParams.ts:3	The ts-rs line records the auth params' generated source.
app-server-protocol/schema/typescript/GetAuthStatusParams.ts:4	A blank line waits before the booleans.
app-server-protocol/schema/typescript/GetAuthStatusParams.ts:5	Auth status params ask whether to include or refresh a token.
app-server-protocol/schema/typescript/GitDiffToRemoteParams.ts:1	The generated banner watches over remote diff params.
app-server-protocol/schema/typescript/GitDiffToRemoteParams.ts:2	A blank line follows the warning's edge.
app-server-protocol/schema/typescript/GitDiffToRemoteParams.ts:3	The ts-rs provenance line signs the remote diff request.
app-server-protocol/schema/typescript/GitDiffToRemoteParams.ts:4	A blank line opens before the working directory.
app-server-protocol/schema/typescript/GitDiffToRemoteParams.ts:5	GitDiffToRemoteParams carries cwd, the place from which comparison begins.
app-server-protocol/schema/typescript/GitSha.ts:1	The generated banner guards the Git SHA alias.
app-server-protocol/schema/typescript/GitSha.ts:2	A blank line gives the banner space.
app-server-protocol/schema/typescript/GitSha.ts:3	The ts-rs line says the SHA alias came from Rust.
app-server-protocol/schema/typescript/GitSha.ts:4	A blank line clears the alias.
app-server-protocol/schema/typescript/GitSha.ts:5	GitSha is a string, the commit name kept lean.
app-server-protocol/schema/typescript/ImageDetail.ts:1	The generated banner protects image detail levels.
app-server-protocol/schema/typescript/ImageDetail.ts:2	A blank line rests under the warning.
app-server-protocol/schema/typescript/ImageDetail.ts:3	The ts-rs provenance line marks the image-detail union.
app-server-protocol/schema/typescript/ImageDetail.ts:4	A blank line sets off the choices.
app-server-protocol/schema/typescript/ImageDetail.ts:5	ImageDetail spans auto, low, high, and original.
app-server-protocol/schema/typescript/InternalSessionSource.ts:1	The generated banner watches the internal session source.
app-server-protocol/schema/typescript/InternalSessionSource.ts:2	A blank line separates warning and origin.
app-server-protocol/schema/typescript/InternalSessionSource.ts:3	The ts-rs line records this internal source as generated.
app-server-protocol/schema/typescript/InternalSessionSource.ts:4	A blank line opens before the lone value.
app-server-protocol/schema/typescript/InternalSessionSource.ts:5	InternalSessionSource names memory consolidation as its single source.
app-server-protocol/schema/typescript/LocalShellExecAction.ts:1	The generated banner guards local shell exec action.
app-server-protocol/schema/typescript/LocalShellExecAction.ts:2	A blank line follows the no-edit command.
app-server-protocol/schema/typescript/LocalShellExecAction.ts:3	The ts-rs note marks the shell action object as generated.
app-server-protocol/schema/typescript/LocalShellExecAction.ts:4	A blank line gives the long object room.
app-server-protocol/schema/typescript/LocalShellExecAction.ts:5	LocalShellExecAction gathers command, timeout, directory, env, and user.
app-server-protocol/schema/typescript/LocalShellStatus.ts:1	The generated banner protects local shell status values.
app-server-protocol/schema/typescript/LocalShellStatus.ts:2	A blank line leaves the warning clean.
app-server-protocol/schema/typescript/LocalShellStatus.ts:3	The ts-rs line signs the status union.
app-server-protocol/schema/typescript/LocalShellStatus.ts:4	A blank line opens before the lifecycle names.
app-server-protocol/schema/typescript/LocalShellStatus.ts:5	LocalShellStatus can be completed, in progress, or incomplete.
app-server-protocol/schema/typescript/NetworkPolicyRuleAction.ts:1	The generated banner stands over network policy actions.
app-server-protocol/schema/typescript/NetworkPolicyRuleAction.ts:2	A blank line separates warning from generator.
app-server-protocol/schema/typescript/NetworkPolicyRuleAction.ts:3	The ts-rs line records the policy action union's origin.
app-server-protocol/schema/typescript/NetworkPolicyRuleAction.ts:4	A blank line clears the way for the verdicts.
app-server-protocol/schema/typescript/NetworkPolicyRuleAction.ts:5	Network policy action chooses allow or deny.
app-server-protocol/schema/typescript/Personality.ts:1	The generated banner keeps the personality union machine-owned.
app-server-protocol/schema/typescript/Personality.ts:2	A blank line gives the warning its margin.
app-server-protocol/schema/typescript/Personality.ts:3	The ts-rs line records where Personality was shaped.
app-server-protocol/schema/typescript/Personality.ts:4	A blank line waits before the possible tones.
app-server-protocol/schema/typescript/Personality.ts:5	Personality can be none, friendly, or pragmatic.
app-server-protocol/schema/typescript/PlanType.ts:1	The generated banner stands over the plan-type catalog.
app-server-protocol/schema/typescript/PlanType.ts:2	A blank line separates command from provenance.
app-server-protocol/schema/typescript/PlanType.ts:3	The ts-rs line names the generator behind PlanType.
app-server-protocol/schema/typescript/PlanType.ts:4	A blank line opens before the subscription names.
app-server-protocol/schema/typescript/PlanType.ts:5	PlanType gathers free, paid, business, enterprise, education, and unknown tiers.
app-server-protocol/schema/typescript/RealtimeConversationVersion.ts:1	The generated banner guards realtime conversation versions.
app-server-protocol/schema/typescript/RealtimeConversationVersion.ts:2	A blank line keeps the warning clean.
app-server-protocol/schema/typescript/RealtimeConversationVersion.ts:3	The ts-rs note marks the version union's generated source.
app-server-protocol/schema/typescript/RealtimeConversationVersion.ts:4	A blank line precedes the version choices.
app-server-protocol/schema/typescript/RealtimeConversationVersion.ts:5	RealtimeConversationVersion chooses v1 or v2.
app-server-protocol/schema/typescript/RealtimeOutputModality.ts:1	The generated banner protects realtime output modes.
app-server-protocol/schema/typescript/RealtimeOutputModality.ts:2	A blank line rests below the warning.
app-server-protocol/schema/typescript/RealtimeOutputModality.ts:3	The ts-rs line signs the modality union.
app-server-protocol/schema/typescript/RealtimeOutputModality.ts:4	A blank line opens before the senses.
app-server-protocol/schema/typescript/RealtimeOutputModality.ts:5	Realtime output may arrive as text or audio.
app-server-protocol/schema/typescript/RealtimeVoice.ts:1	The generated banner stands over the realtime voice list.
app-server-protocol/schema/typescript/RealtimeVoice.ts:2	A blank line separates warning and origin.
app-server-protocol/schema/typescript/RealtimeVoice.ts:3	The ts-rs line records how the voice list was emitted.
app-server-protocol/schema/typescript/RealtimeVoice.ts:4	A blank line gives the chorus room.
app-server-protocol/schema/typescript/RealtimeVoice.ts:5	RealtimeVoice strings together many named voices from alloy to verse.
app-server-protocol/schema/typescript/ReasoningItemContent.ts:1	The generated banner guards reasoning item content.
app-server-protocol/schema/typescript/ReasoningItemContent.ts:2	A blank line leaves the no-edit sign alone.
app-server-protocol/schema/typescript/ReasoningItemContent.ts:3	The ts-rs provenance line signs the reasoning content union.
app-server-protocol/schema/typescript/ReasoningItemContent.ts:4	A blank line clears the route to the variants.
app-server-protocol/schema/typescript/ReasoningItemContent.ts:5	Reasoning item content may be reasoning text or ordinary text.
app-server-protocol/schema/typescript/ReasoningItemReasoningSummary.ts:1	The generated banner watches the reasoning summary shape.
app-server-protocol/schema/typescript/ReasoningItemReasoningSummary.ts:2	A blank line gives the warning space.
app-server-protocol/schema/typescript/ReasoningItemReasoningSummary.ts:3	The ts-rs line marks the summary type as generated.
app-server-protocol/schema/typescript/ReasoningItemReasoningSummary.ts:4	A blank line precedes the summary payload.
app-server-protocol/schema/typescript/ReasoningItemReasoningSummary.ts:5	The reasoning summary carries summary_text and its text.
app-server-protocol/schema/typescript/RequestId.ts:1	The generated banner protects request identifiers.
app-server-protocol/schema/typescript/RequestId.ts:2	A blank line separates warning from credit.
app-server-protocol/schema/typescript/RequestId.ts:3	The ts-rs line records the request id alias origin.
app-server-protocol/schema/typescript/RequestId.ts:4	A blank line opens before the alias.
app-server-protocol/schema/typescript/RequestId.ts:5	RequestId accepts either a string or a number.
app-server-protocol/schema/typescript/ThreadId.ts:1	The generated banner stands over thread identifiers.
app-server-protocol/schema/typescript/ThreadId.ts:2	A blank line follows the no-edit command.
app-server-protocol/schema/typescript/ThreadId.ts:3	The ts-rs note signs the ThreadId alias.
app-server-protocol/schema/typescript/ThreadId.ts:4	A blank line clears the export.
app-server-protocol/schema/typescript/ThreadId.ts:5	ThreadId is a string, the conversation's handle.
app-server-protocol/schema/typescript/ThreadMemoryMode.ts:1	The generated banner guards thread memory mode.
app-server-protocol/schema/typescript/ThreadMemoryMode.ts:2	A blank line lets the warning breathe.
app-server-protocol/schema/typescript/ThreadMemoryMode.ts:3	The ts-rs line records the memory mode union.
app-server-protocol/schema/typescript/ThreadMemoryMode.ts:4	A blank line waits before the switch.
app-server-protocol/schema/typescript/ThreadMemoryMode.ts:5	Thread memory mode is either enabled or disabled.
app-server-protocol/schema/typescript/WebSearchAction.ts:1	The generated banner protects web search actions.
app-server-protocol/schema/typescript/WebSearchAction.ts:2	A blank line separates warning and generator.
app-server-protocol/schema/typescript/WebSearchAction.ts:3	The ts-rs note marks the web action union.
app-server-protocol/schema/typescript/WebSearchAction.ts:4	A blank line opens before search, open, find, and other.
app-server-protocol/schema/typescript/WebSearchAction.ts:5	WebSearchAction spans search, page opening, page finding, and other work.
app-server-protocol/schema/typescript/WebSearchContextSize.ts:1	The generated banner watches web search context size.
app-server-protocol/schema/typescript/WebSearchContextSize.ts:2	A blank line leaves the warning distinct.
app-server-protocol/schema/typescript/WebSearchContextSize.ts:3	The ts-rs line records the context-size union.
app-server-protocol/schema/typescript/WebSearchContextSize.ts:4	A blank line clears the scale.
app-server-protocol/schema/typescript/WebSearchContextSize.ts:5	Web search context size ranges from low to medium to high.
app-server-protocol/schema/typescript/WebSearchLocation.ts:1	The generated banner guards web search location shape.
app-server-protocol/schema/typescript/WebSearchLocation.ts:2	A blank line keeps the warning readable.
app-server-protocol/schema/typescript/WebSearchLocation.ts:3	The ts-rs line signs the location object.
app-server-protocol/schema/typescript/WebSearchLocation.ts:4	A blank line opens before geography.
app-server-protocol/schema/typescript/WebSearchLocation.ts:5	WebSearchLocation holds optional country, region, city, and timezone.
app-server-protocol/schema/typescript/WebSearchMode.ts:1	The generated banner protects web search mode.
app-server-protocol/schema/typescript/WebSearchMode.ts:2	A blank line rests beneath the warning.
app-server-protocol/schema/typescript/WebSearchMode.ts:3	The ts-rs line records the mode union's source.
app-server-protocol/schema/typescript/WebSearchMode.ts:4	A blank line clears the choices.
app-server-protocol/schema/typescript/WebSearchMode.ts:5	Web search mode can be disabled, cached, indexed, or live.
app-server-protocol/schema/typescript/serde_json/JsonValue.ts:1	The generated banner stands over recursive JSON value.
app-server-protocol/schema/typescript/serde_json/JsonValue.ts:2	A blank line separates warning from origin.
app-server-protocol/schema/typescript/serde_json/JsonValue.ts:3	The ts-rs note marks JsonValue as generated.
app-server-protocol/schema/typescript/serde_json/JsonValue.ts:4	A blank line opens before the recursive union.
app-server-protocol/schema/typescript/serde_json/JsonValue.ts:5	JsonValue may be scalar, array, object, or null.
app-server-protocol/schema/typescript/v2/AccountLoginCompletedNotification.ts:1	The generated banner guards account-login completion.
app-server-protocol/schema/typescript/v2/AccountLoginCompletedNotification.ts:2	A blank line leaves the warning room.
app-server-protocol/schema/typescript/v2/AccountLoginCompletedNotification.ts:3	The ts-rs line records the notification's generated origin.
app-server-protocol/schema/typescript/v2/AccountLoginCompletedNotification.ts:4	A blank line precedes the login result.
app-server-protocol/schema/typescript/v2/AccountLoginCompletedNotification.ts:5	Account login completion carries id, success, and optional error.
app-server-protocol/schema/typescript/v2/AccountTokenUsageDailyBucket.ts:1	The generated banner protects the daily usage bucket.
app-server-protocol/schema/typescript/v2/AccountTokenUsageDailyBucket.ts:2	A blank line separates command and provenance.
app-server-protocol/schema/typescript/v2/AccountTokenUsageDailyBucket.ts:3	The ts-rs note signs the usage bucket object.
app-server-protocol/schema/typescript/v2/AccountTokenUsageDailyBucket.ts:4	A blank line opens before date and tokens.
app-server-protocol/schema/typescript/v2/AccountTokenUsageDailyBucket.ts:5	The daily bucket holds a start date and token count.
app-server-protocol/schema/typescript/v2/AccountTokenUsageSummary.ts:1	The generated banner watches the account usage summary.
app-server-protocol/schema/typescript/v2/AccountTokenUsageSummary.ts:2	A blank line gives the warning a clean edge.
app-server-protocol/schema/typescript/v2/AccountTokenUsageSummary.ts:3	The ts-rs line records the summary object's source.
app-server-protocol/schema/typescript/v2/AccountTokenUsageSummary.ts:4	A blank line makes space for the long tally.
app-server-protocol/schema/typescript/v2/AccountTokenUsageSummary.ts:5	The usage summary totals lifetime, peaks, long turns, and streaks.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeCreditType.ts:1	The generated banner protects add-credits nudge credit kinds.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeCreditType.ts:2	A blank line keeps warning and origin apart.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeCreditType.ts:3	The ts-rs line signs the credit-type union.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeCreditType.ts:4	A blank line opens before the two kinds.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeCreditType.ts:5	The nudge credit type chooses credits or usage limit.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeEmailStatus.ts:1	The generated banner guards add-credits email status.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeEmailStatus.ts:2	A blank line rests below the warning.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeEmailStatus.ts:3	The ts-rs note records the email status union.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeEmailStatus.ts:4	A blank line clears the verdicts.
app-server-protocol/schema/typescript/v2/AddCreditsNudgeEmailStatus.ts:5	The email status is sent or cooling down.
app-server-protocol/schema/typescript/v2/AdditionalContextKind.ts:1	The generated banner guards additional context kinds.
app-server-protocol/schema/typescript/v2/AdditionalContextKind.ts:2	A blank line gives the warning its own air.
app-server-protocol/schema/typescript/v2/AdditionalContextKind.ts:3	The ts-rs line records the context-kind union's origin.
app-server-protocol/schema/typescript/v2/AdditionalContextKind.ts:4	A blank line waits before the trust boundary.
app-server-protocol/schema/typescript/v2/AdditionalContextKind.ts:5	Additional context is either untrusted or application-provided.
app-server-protocol/schema/typescript/v2/AdditionalNetworkPermissions.ts:1	The generated banner protects additional network permissions.
app-server-protocol/schema/typescript/v2/AdditionalNetworkPermissions.ts:2	A blank line separates warning from provenance.
app-server-protocol/schema/typescript/v2/AdditionalNetworkPermissions.ts:3	The ts-rs note signs the network permissions object.
app-server-protocol/schema/typescript/v2/AdditionalNetworkPermissions.ts:4	A blank line opens before the flag.
app-server-protocol/schema/typescript/v2/AdditionalNetworkPermissions.ts:5	Additional network permissions hold an optional enabled switch.
app-server-protocol/schema/typescript/v2/AgentMessageDeltaNotification.ts:1	The generated banner watches agent message deltas.
app-server-protocol/schema/typescript/v2/AgentMessageDeltaNotification.ts:2	A blank line lets the warning stand apart.
app-server-protocol/schema/typescript/v2/AgentMessageDeltaNotification.ts:3	The ts-rs line records the delta notification's source.
app-server-protocol/schema/typescript/v2/AgentMessageDeltaNotification.ts:4	A blank line opens before identifiers and text.
app-server-protocol/schema/typescript/v2/AgentMessageDeltaNotification.ts:5	Agent message deltas carry thread, turn, item, and delta text.
app-server-protocol/schema/typescript/v2/AppReview.ts:1	The generated banner guards app review status.
app-server-protocol/schema/typescript/v2/AppReview.ts:2	A blank line follows the warning.
app-server-protocol/schema/typescript/v2/AppReview.ts:3	The ts-rs note records the app review object's origin.
app-server-protocol/schema/typescript/v2/AppReview.ts:4	A blank line clears the one-field review.
app-server-protocol/schema/typescript/v2/AppReview.ts:5	AppReview holds a status string, concise and decisive.
